Method,Video,Episode,Chunk,Action,Bitrate_kbps,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s,VMAF,Smooth_Penalty,Step_QoE
Proposed,bigbuckbunny,0,40,1,750,955.9,14.58,14.12,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,0,41,1,750,880.2,14.12,14.48,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,0,42,1,750,1063.0,14.48,14.89,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,0,43,2,1200,934.7,14.89,14.36,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,0,44,1,750,994.6,14.36,11.85,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,0,45,1,750,1000.9,11.85,13.22,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,0,46,2,1200,858.9,13.22,12.96,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,0,47,1,750,1103.0,12.96,13.41,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,1,0,0,300,587.0,2.88,4.0,0.544,66.58,0.0,64.24
Proposed,bigbuckbunny,1,1,0,300,787.1,4.0,6.69,0.0,66.58,0.0,66.58
Proposed,bigbuckbunny,1,2,1,750,677.6,6.69,6.52,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,1,3,1,750,650.6,6.52,6.51,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,4,0,300,725.7,6.51,7.13,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,1,5,0,300,824.8,7.13,9.0,0.0,66.58,0.0,66.58
Proposed,bigbuckbunny,1,6,0,300,252.3,9.0,9.19,0.0,66.58,0.0,66.58
Proposed,bigbuckbunny,1,7,0,300,761.1,9.19,11.88,0.0,66.58,0.0,66.58
Proposed,bigbuckbunny,1,8,0,300,502.5,11.88,11.18,0.0,66.58,0.0,66.58
Proposed,bigbuckbunny,1,9,1,750,618.3,11.18,10.99,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,1,10,1,750,583.5,10.99,10.49,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,11,1,750,488.0,10.49,10.06,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,12,1,750,778.7,10.06,10.16,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,13,2,1200,653.2,10.16,11.22,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,1,14,2,1200,587.3,11.22,10.61,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,1,15,2,1200,472.8,10.61,8.61,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,1,16,0,300,790.7,8.61,10.72,0.0,66.58,23.76,42.82
Proposed,bigbuckbunny,1,17,1,750,576.4,10.72,11.96,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,1,18,1,750,793.4,11.96,12.63,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,19,1,750,446.8,12.63,12.27,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,20,0,300,561.7,12.27,12.29,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,1,21,1,750,529.7,12.29,10.4,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,1,22,0,300,362.6,10.4,10.29,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,1,23,1,750,712.6,10.29,10.63,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,1,24,0,300,475.3,10.63,9.63,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,1,25,1,750,474.9,9.63,8.84,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,1,26,1,750,616.4,8.84,9.36,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,27,0,300,428.1,9.36,10.22,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,1,28,0,300,475.6,10.22,9.0,0.0,66.58,0.0,66.58
Proposed,bigbuckbunny,1,29,1,750,809.7,9.0,9.18,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,1,30,1,750,699.9,9.18,10.28,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,31,1,750,420.5,10.28,9.4,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,32,0,300,473.9,9.4,10.61,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,1,33,1,750,654.6,10.61,12.67,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,1,34,1,750,689.7,12.67,13.75,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,35,1,750,677.2,13.75,14.78,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,36,1,750,444.9,14.78,11.45,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,37,1,750,795.5,11.45,12.29,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,38,2,1200,664.8,12.29,12.87,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,1,39,1,750,743.5,12.87,13.54,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,1,40,1,750,649.3,13.54,10.97,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,41,1,750,598.7,10.97,9.62,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,42,1,750,981.2,9.62,9.73,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,43,1,750,1001.1,9.73,11.08,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,44,0,300,505.3,11.08,9.96,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,1,45,1,750,571.6,9.96,9.35,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,1,46,1,750,594.1,9.35,9.5,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,47,1,750,930.5,9.5,9.29,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,0,0,300,1126.0,1.25,4.0,0.537,66.58,0.0,64.27
Proposed,bigbuckbunny,2,1,0,300,892.4,4.0,6.85,0.0,66.58,0.0,66.58
Proposed,bigbuckbunny,2,2,1,750,941.8,6.85,7.85,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,2,3,1,750,463.6,7.85,6.22,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,4,0,300,1052.0,6.22,7.88,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,2,5,0,300,355.7,7.88,6.93,0.0,66.58,0.0,66.58
Proposed,bigbuckbunny,2,6,0,300,952.1,6.93,9.93,0.0,66.58,0.0,66.58
Proposed,bigbuckbunny,2,7,1,750,1023.8,9.93,11.48,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,2,8,1,750,960.6,11.48,9.34,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,9,1,750,955.9,9.34,10.63,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,10,1,750,880.2,10.63,11.64,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,11,1,750,1063.0,11.64,13.61,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,12,1,750,934.7,13.61,14.36,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,13,2,1200,994.6,14.36,16.43,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,2,14,3,1850,1000.9,16.43,16.26,0.0,95.49,5.15,90.34
Proposed,bigbuckbunny,2,15,3,1850,858.9,16.26,15.17,0.0,95.49,0.0,95.49
Proposed,bigbuckbunny,2,16,2,1200,1103.0,15.17,13.74,0.0,90.34,5.15,85.19
Proposed,bigbuckbunny,2,17,2,1200,966.8,13.74,15.11,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,2,18,2,1200,810.4,15.11,13.9,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,2,19,2,1200,971.9,13.9,14.69,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,2,20,1,750,704.0,14.69,10.75,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,2,21,1,750,1036.7,10.75,11.74,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,22,1,750,1087.5,11.74,12.31,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,23,1,750,1111.3,12.31,13.96,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,24,1,750,1138.6,13.96,12.75,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,25,2,1200,1073.9,12.75,13.36,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,2,26,2,1200,1065.4,13.36,14.14,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,2,27,2,1200,984.5,14.14,12.68,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,2,28,1,750,824.4,12.68,9.15,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,2,29,1,750,1037.6,9.15,10.17,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,30,2,1200,1055.3,10.17,11.09,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,2,31,2,1200,1126.0,11.09,12.17,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,2,32,2,1200,892.4,12.17,10.26,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,2,33,2,1200,941.8,10.26,12.09,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,2,34,2,1200,463.6,12.09,9.15,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,2,35,1,750,1052.0,9.15,11.24,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,2,36,0,300,355.7,11.24,11.57,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,2,37,1,750,952.1,11.57,12.93,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,2,38,2,1200,1023.8,12.93,14.71,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,2,39,2,1200,960.6,14.71,14.58,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,2,40,1,750,955.9,14.58,14.12,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,2,41,1,750,880.2,14.12,14.48,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,42,1,750,1063.0,14.48,14.89,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,43,2,1200,934.7,14.89,14.36,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,2,44,1,750,994.6,14.36,11.85,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,2,45,1,750,1000.9,11.85,13.22,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,46,2,1200,858.9,13.22,12.96,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,2,47,1,750,1103.0,12.96,13.41,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,3,0,0,300,1070.0,1.09,4.0,0.784,66.58,0.0,63.21
Proposed,bigbuckbunny,3,1,0,300,1465.1,4.0,7.3,0.0,66.58,0.0,66.58
Proposed,bigbuckbunny,3,2,1,750,835.4,7.3,7.92,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,3,3,0,300,338.2,7.92,8.83,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,3,4,0,300,799.4,8.83,9.76,0.0,66.58,0.0,66.58
Proposed,bigbuckbunny,3,5,1,750,852.7,9.76,8.59,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,3,6,1,750,608.4,8.59,8.65,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,7,0,300,376.5,8.65,9.99,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,3,8,0,300,1048.2,9.99,11.74,0.0,66.58,0.0,66.58
Proposed,bigbuckbunny,3,9,1,750,869.5,11.74,12.76,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,3,10,1,750,861.3,12.76,13.71,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,11,2,1200,846.7,13.71,13.62,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,3,12,2,1200,598.8,13.62,9.51,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,13,2,1200,608.7,9.51,10.36,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,14,2,1200,797.1,10.36,10.96,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,15,2,1200,1016.9,10.96,12.17,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,16,1,750,1018.2,12.17,12.5,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,3,17,2,1200,1221.8,12.5,14.41,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,3,18,2,1200,1244.0,14.41,15.02,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,19,3,1850,967.8,15.02,14.05,0.0,95.49,5.15,90.34
Proposed,bigbuckbunny,3,20,2,1200,1259.1,14.05,10.95,0.0,90.34,5.15,85.19
Proposed,bigbuckbunny,3,21,2,1200,1059.4,10.95,10.23,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,22,1,750,1076.0,10.23,10.77,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,3,23,1,750,1209.8,10.77,12.61,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,24,1,750,901.4,12.61,10.03,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,25,1,750,854.8,10.03,11.37,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,26,1,750,839.1,11.37,12.81,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,27,1,750,1088.7,12.81,13.72,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,28,1,750,1224.0,13.72,12.65,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,29,2,1200,1011.0,12.65,11.76,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,3,30,2,1200,1048.2,11.76,12.65,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,31,2,1200,1045.6,12.65,13.51,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,32,2,1200,876.3,13.51,11.49,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,33,2,1200,824.0,11.49,13.02,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,34,2,1200,1157.6,13.02,14.24,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,35,2,1200,894.8,14.24,14.65,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,36,2,1200,1077.9,14.65,13.8,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,37,2,1200,1041.8,13.8,13.94,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,38,2,1200,1157.7,13.94,15.98,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,39,3,1850,1092.3,15.98,14.39,0.0,95.49,5.15,90.34
Proposed,bigbuckbunny,3,40,2,1200,948.7,14.39,11.19,0.0,90.34,5.15,85.19
Proposed,bigbuckbunny,3,41,2,1200,1176.1,11.19,10.83,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,42,2,1200,954.2,10.83,8.44,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,43,2,1200,1010.0,8.44,8.24,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,44,0,300,904.9,8.24,9.38,0.0,66.58,23.76,42.82
Proposed,bigbuckbunny,3,45,1,750,896.6,9.38,10.44,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,3,46,1,750,742.8,10.44,11.36,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,47,0,300,427.9,11.36,11.7,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,4,0,0,300,891.0,1.78,4.0,0.475,66.58,0.0,64.54
Proposed,bigbuckbunny,4,1,0,300,891.2,4.0,6.85,0.0,66.58,0.0,66.58
Proposed,bigbuckbunny,4,2,1,750,890.8,6.85,7.67,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,4,3,1,750,879.8,7.67,8.71,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,4,0,300,841.8,8.71,9.79,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,4,5,1,750,900.4,9.79,8.9,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,4,6,1,750,897.6,8.9,10.23,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,7,1,750,884.1,10.23,11.4,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,8,1,750,901.1,11.4,8.85,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,9,1,750,882.9,8.85,9.92,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,10,1,750,901.2,9.92,11.0,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,11,1,750,900.7,11.0,12.6,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,12,1,750,901.6,12.6,13.23,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,13,2,1200,900.5,13.23,15.1,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,4,14,3,1850,900.3,15.1,14.47,0.0,95.49,5.15,90.34
Proposed,bigbuckbunny,4,15,2,1200,897.1,14.47,15.3,0.0,90.34,5.15,85.19
Proposed,bigbuckbunny,4,16,2,1200,902.5,15.3,12.67,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,4,17,2,1200,807.4,12.67,13.51,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,4,18,2,1200,902.0,13.51,12.84,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,4,19,2,1200,900.4,12.84,13.38,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,4,20,1,750,902.0,13.38,11.17,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,4,21,1,750,901.2,11.17,11.71,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,22,1,750,900.6,11.71,11.57,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,23,1,750,902.1,11.57,12.68,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,24,1,750,901.1,12.68,10.09,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,25,1,750,899.4,10.09,11.56,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,26,1,750,823.2,11.56,12.96,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,27,1,750,901.4,12.96,13.23,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,28,1,750,901.5,13.23,10.35,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,29,1,750,900.7,10.35,10.91,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,30,1,750,899.6,10.91,12.65,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,31,2,1200,902.2,12.65,13.01,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,4,32,2,1200,900.9,13.01,11.16,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,4,33,2,1200,894.7,11.16,12.88,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,4,34,2,1200,901.3,12.88,13.3,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,4,35,2,1200,902.2,13.3,13.74,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,4,36,2,1200,901.0,13.74,11.95,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,4,37,2,1200,901.0,11.95,11.49,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,4,38,2,1200,901.5,11.49,12.97,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,4,39,2,1200,871.6,12.97,12.42,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,4,40,1,750,901.6,12.42,11.69,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,4,41,1,750,901.8,11.69,12.14,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,42,1,750,901.0,12.14,11.9,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,43,1,750,900.8,11.9,12.96,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,44,1,750,900.8,12.96,9.77,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,45,1,750,901.8,9.77,10.85,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,46,1,750,900.7,10.85,12.31,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,47,1,750,900.7,12.31,11.96,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,0,0,300,769.8,2.52,4.0,0.088,66.58,0.0,66.2
Proposed,bigbuckbunny,5,1,0,300,446.8,4.0,5.7,0.0,66.58,0.0,66.58
Proposed,bigbuckbunny,5,2,0,300,580.4,5.7,7.75,0.0,66.58,0.0,66.58
Proposed,bigbuckbunny,5,3,1,750,467.8,7.75,6.17,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,5,4,0,300,757.0,6.17,6.93,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,5,5,0,300,657.4,6.93,8.25,0.0,66.58,0.0,66.58
Proposed,bigbuckbunny,5,6,1,750,706.4,8.25,8.85,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,5,7,1,750,692.8,8.85,9.24,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,8,0,300,989.6,9.24,10.85,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,5,9,1,750,601.9,10.85,10.55,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,5,10,1,750,1009.6,10.55,11.95,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,11,1,750,645.2,11.95,12.6,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,12,1,750,418.7,12.6,9.34,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,13,1,750,877.1,9.34,11.98,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,14,1,750,465.1,11.98,12.34,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,15,1,750,398.4,12.34,11.89,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,16,0,300,859.7,11.89,14.15,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,5,17,1,750,1070.5,14.15,16.66,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,5,18,1,750,875.5,16.66,17.65,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,19,2,1200,441.8,17.65,14.59,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,5,20,0,300,813.4,14.59,15.84,0.0,66.58,23.76,42.82
Proposed,bigbuckbunny,5,21,1,750,740.3,15.84,15.62,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,5,22,1,750,992.4,15.62,15.87,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,23,1,750,597.7,15.87,15.51,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,24,1,750,985.9,15.51,13.48,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,25,1,750,1089.2,13.48,15.4,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,26,2,1200,960.4,15.4,15.82,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,5,27,2,1200,1012.1,15.82,14.51,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,5,28,1,750,1111.0,14.51,12.92,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,5,29,1,750,496.6,12.92,10.7,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,30,1,750,947.0,10.7,12.55,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,31,1,750,619.6,12.55,13.24,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,32,1,750,672.1,13.24,12.33,0.0,83.73,0.0,83.73
