Method,Video,Episode,Chunk,Action_proposed,Bitrate_kbps_proposed,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s_proposed,VMAF_proposed,Smooth_Penalty,Step_QoE_proposed,Action_genie,Bitrate_kbps_genie,Rebuffer_s_genie,VMAF_genie,Step_QoE_genie,QoE_diff,Rebuf_diff,Action_match
Proposed,bigbuckbunny,1,13,1,750,653.2,4.97,7.13,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,14,1,750,587.3,7.13,8.25,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,15,1,750,472.8,8.25,8.5,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,16,1,750,790.7,8.5,7.77,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,17,1,750,576.4,7.77,9.01,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,18,1,750,793.4,9.01,9.68,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,19,1,750,446.8,9.68,9.32,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,20,0,300,561.7,9.32,9.34,0.0,66.58,17.15,49.43,1,750,1.504,83.73,77.26,-27.830000000000005,-1.504,0
Proposed,bigbuckbunny,1,21,1,750,529.7,9.34,7.44,0.0,83.73,17.15,66.58,1,750,1.893,83.73,75.59,-9.010000000000005,-1.893,1
Proposed,bigbuckbunny,1,22,1,750,362.6,7.44,4.0,2.829,83.73,0.0,71.57,1,750,6.273,83.73,56.75,14.819999999999993,-3.4439999999999995,1
Proposed,bigbuckbunny,1,23,1,750,712.6,4.0,4.34,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,24,0,300,475.3,4.34,4.0,0.659,66.58,17.15,46.6,1,750,8.154,83.73,48.67,-2.0700000000000003,-7.495,0
Proposed,bigbuckbunny,1,25,0,300,474.9,4.0,6.08,0.0,66.58,0.0,66.58,1,750,0.788,83.73,80.34,-13.760000000000005,-0.788,0
Proposed,bigbuckbunny,1,26,1,750,616.4,6.08,6.6,0.0,83.73,17.15,66.58,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,1
Proposed,bigbuckbunny,1,27,1,750,428.1,6.6,4.0,1.241,83.73,0.0,78.39,1,750,3.326,83.73,69.43,8.959999999999994,-2.085,1
Proposed,bigbuckbunny,1,28,0,300,475.6,4.0,4.0,1.222,66.58,17.15,44.18,1,750,9.054,83.73,44.8,-0.6199999999999974,-7.832000000000001,0
Proposed,bigbuckbunny,1,29,0,300,809.7,4.0,6.47,0.0,66.58,0.0,66.58,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed,bigbuckbunny,1,30,1,750,699.9,6.47,7.57,0.0,83.73,17.15,66.58,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,1
Proposed,bigbuckbunny,1,31,1,750,420.5,7.57,6.69,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,32,1,750,473.9,6.69,4.0,0.27,83.73,0.0,82.57,1,750,2.562,83.73,72.72,9.849999999999994,-2.292,1
Proposed,bigbuckbunny,1,33,1,750,654.6,4.0,6.05,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,34,1,750,689.7,6.05,7.13,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,35,1,750,677.2,7.13,8.17,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,36,1,750,444.9,8.17,4.84,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,37,1,750,795.5,4.84,5.68,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,38,1,750,664.8,5.68,7.54,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,39,1,750,743.5,7.54,8.21,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,40,1,750,649.3,8.21,5.64,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,41,1,750,598.7,5.64,4.29,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,42,1,750,981.2,4.29,4.4,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,43,1,750,1001.1,4.4,5.75,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,44,1,750,505.3,5.75,4.0,7.059,83.73,0.0,53.38,1,750,7.059,83.73,53.38,0.0,0.0,1
Proposed,bigbuckbunny,1,45,1,750,571.6,4.0,4.0,0.61,83.73,0.0,81.11,1,750,0.61,83.73,81.11,0.0,0.0,1
Proposed,bigbuckbunny,1,46,1,750,594.1,4.0,4.15,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,47,0,300,930.5,4.15,6.47,0.0,66.58,17.15,49.43,1,750,0.057,83.73,83.48,-34.050000000000004,-0.057,0
Proposed,bigbuckbunny,2,0,1,750,1126.0,1.25,4.0,3.212,83.73,0.0,69.92,1,750,3.212,83.73,69.92,0.0,0.0,1
Proposed,bigbuckbunny,2,1,1,750,892.4,4.0,5.12,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,2,1,750,941.8,5.12,6.12,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,3,1,750,463.6,6.12,4.49,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,4,0,300,1052.0,4.49,6.16,0.0,66.58,17.15,49.43,1,750,1.342,83.73,77.96,-28.529999999999994,-1.342,0
Proposed,bigbuckbunny,2,5,1,750,355.7,6.16,4.0,6.224,83.73,17.15,39.82,1,750,8.38,83.73,47.7,-7.880000000000003,-2.1560000000000006,1
Proposed,bigbuckbunny,2,6,1,750,952.1,4.0,5.48,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,7,1,750,1023.8,5.48,7.03,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,8,1,750,960.6,7.03,4.89,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,9,1,750,955.9,4.89,6.18,0.0,83.73,0.0,83.73,2,1200,0.0,90.34,83.73,0.0,0.0,0
Proposed,bigbuckbunny,2,10,1,750,880.2,6.18,7.2,0.0,83.73,0.0,83.73,2,1200,0.216,90.34,89.41,-5.679999999999993,-0.216,0
Proposed,bigbuckbunny,2,11,1,750,1063.0,7.2,9.17,0.0,83.73,0.0,83.73,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed,bigbuckbunny,2,12,1,750,934.7,9.17,9.92,0.0,83.73,0.0,83.73,2,1200,0.452,90.34,88.4,-4.670000000000002,-0.452,0
Proposed,bigbuckbunny,2,13,2,1200,994.6,9.92,11.99,0.0,90.34,6.61,83.73,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,1
Proposed,bigbuckbunny,2,14,2,1200,1000.9,11.99,13.28,0.0,90.34,0.0,90.34,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,2,15,2,1200,858.9,13.28,13.98,0.0,90.34,0.0,90.34,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,2,16,1,750,1103.0,13.98,14.59,0.0,83.73,6.61,77.12,2,1200,0.0,90.34,90.34,-13.219999999999999,0.0,0
Proposed,bigbuckbunny,2,17,2,1200,966.8,14.59,15.95,0.0,90.34,6.61,83.73,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,1
Proposed,bigbuckbunny,2,18,2,1200,810.4,15.95,14.75,0.0,90.34,0.0,90.34,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,2,19,2,1200,971.9,14.75,15.54,0.0,90.34,0.0,90.34,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,2,20,1,750,704.0,15.54,11.59,0.0,83.73,6.61,77.12,1,750,0.36,83.73,75.57,1.5500000000000114,-0.36,1
Proposed,bigbuckbunny,2,21,1,750,1036.7,11.59,12.58,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,22,1,750,1087.5,12.58,13.16,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,23,2,1200,1111.3,13.16,13.4,0.0,90.34,6.61,83.73,1,750,0.0,83.73,83.73,0.0,0.0,0
Proposed,bigbuckbunny,2,24,1,750,1138.6,13.4,12.19,0.0,83.73,6.61,77.12,1,750,0.0,83.73,83.73,-6.609999999999999,0.0,1
Proposed,bigbuckbunny,2,25,2,1200,1073.9,12.19,12.8,0.0,90.34,6.61,83.73,1,750,0.0,83.73,83.73,0.0,0.0,0
Proposed,bigbuckbunny,2,26,2,1200,1065.4,12.8,13.58,0.0,90.34,0.0,90.34,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,2,27,2,1200,984.5,13.58,12.12,0.0,90.34,0.0,90.34,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,2,28,1,750,824.4,12.12,8.59,0.0,83.73,6.61,77.12,1,750,0.0,83.73,83.73,-6.609999999999999,0.0,1
Proposed,bigbuckbunny,2,29,1,750,1037.6,8.59,9.61,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,30,1,750,1055.3,9.61,11.68,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,31,2,1200,1126.0,11.68,12.77,0.0,90.34,6.61,83.73,1,750,0.0,83.73,83.73,0.0,0.0,0
Proposed,bigbuckbunny,2,32,2,1200,892.4,12.77,10.85,0.0,90.34,0.0,90.34,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,2,33,2,1200,941.8,10.85,12.69,0.0,90.34,0.0,90.34,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,2,34,2,1200,463.6,12.69,9.74,0.0,90.34,0.0,90.34,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,2,35,1,750,1052.0,9.74,11.83,0.0,83.73,6.61,77.12,1,750,0.0,83.73,83.73,-6.609999999999999,0.0,1
Proposed,bigbuckbunny,2,36,1,750,355.7,11.83,6.66,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,37,1,750,952.1,6.66,8.02,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,38,2,1200,1023.8,8.02,9.8,0.0,90.34,6.61,83.73,1,750,0.0,83.73,83.73,0.0,0.0,0
Proposed,bigbuckbunny,2,39,2,1200,960.6,9.8,9.68,0.0,90.34,0.0,90.34,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,2,40,1,750,955.9,9.68,9.21,0.0,83.73,6.61,77.12,1,750,0.0,83.73,83.73,-6.609999999999999,0.0,1
Proposed,bigbuckbunny,2,41,1,750,880.2,9.21,9.57,0.0,83.73,0.0,83.73,2,1200,0.0,90.34,83.73,0.0,0.0,0
Proposed,bigbuckbunny,2,42,1,750,1063.0,9.57,9.98,0.0,83.73,0.0,83.73,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed,bigbuckbunny,2,43,1,750,934.7,9.98,11.15,0.0,83.73,0.0,83.73,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed,bigbuckbunny,2,44,1,750,994.6,11.15,8.64,0.0,83.73,0.0,83.73,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed,bigbuckbunny,2,45,1,750,1000.9,8.64,10.01,0.0,83.73,0.0,83.73,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed,bigbuckbunny,2,46,1,750,858.9,10.01,11.35,0.0,83.73,0.0,83.73,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed,bigbuckbunny,2,47,1,750,1103.0,11.35,11.8,0.0,83.73,0.0,83.73,2,1200,0.009,90.34,90.3,-6.569999999999993,-0.009,0
Proposed,bigbuckbunny,3,0,1,750,1070.0,1.09,4.0,3.599,83.73,0.0,68.25,1,750,3.599,83.73,68.25,0.0,0.0,1
Proposed,bigbuckbunny,3,1,1,750,1465.1,4.0,6.25,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,3,2,2,1200,835.4,6.25,4.83,0.0,90.34,6.61,83.73,1,750,0.0,83.73,83.73,0.0,0.0,0
Proposed,bigbuckbunny,3,3,1,750,338.2,4.83,4.0,2.886,83.73,6.61,64.71,1,750,0.856,83.73,80.05,-15.340000000000003,2.0300000000000002,1
Proposed,bigbuckbunny,3,4,0,300,799.4,4.0,4.93,0.0,66.58,17.15,49.43,1,750,3.674,83.73,67.93,-18.500000000000007,-3.674,0
Proposed,bigbuckbunny,3,5,1,750,852.7,4.93,4.0,0.234,83.73,17.15,65.58,1,750,1.164,83.73,78.72,-13.14,-0.9299999999999999,1
Proposed,bigbuckbunny,3,6,1,750,608.4,4.0,4.06,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,3,7,1,750,376.5,4.06,4.0,2.598,83.73,0.0,72.56,1,750,2.598,83.73,72.56,0.0,0.0,1
Proposed,bigbuckbunny,3,8,0,300,1048.2,4.0,5.75,0.0,66.58,17.15,49.43,1,750,1.625,83.73,76.74,-27.309999999999995,-1.625,0
Proposed,bigbuckbunny,3,9,1,750,869.5,5.75,6.77,0.0,83.73,17.15,66.58,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,1
Proposed,bigbuckbunny,3,10,1,750,861.3,6.77,7.72,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,3,11,1,750,846.7,7.72,9.17,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,3,12,1,750,598.8,9.17,8.1,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,3,13,1,750,608.7,8.1,10.12,0.0,83.73,0.0,83.73,2,1200,0.0,90.34,83.73,0.0,0.0,0
Proposed,bigbuckbunny,3,14,1,750,797.1,10.12,12.0,0.0,83.73,0.0,83.73,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed,bigbuckbunny,3,15,1,750,1016.9,12.0,14.26,0.0,83.73,0.0,83.73,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed,bigbuckbunny,3,16,1,750,1018.2,14.26,14.58,0.0,83.73,0.0,83.73,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed,bigbuckbunny,3,17,2,1200,1221.8,14.58,16.5,0.0,90.34,6.61,83.73,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,1
Proposed,bigbuckbunny,3,18,3,1850,1244.0,16.5,15.27,0.0,95.49,5.15,90.34,2,1200,0.0,90.34,90.34,0.0,0.0,0
Proposed,bigbuckbunny,3,19,3,1850,967.8,15.27,14.3,0.0,95.49,0.0,95.49,2,1200,0.0,90.34,90.34,5.1499999999999915,0.0,0
Proposed,bigbuckbunny,3,20,2,1200,1259.1,14.3,11.2,0.0,90.34,5.15,85.19,2,1200,0.0,90.34,90.34,-5.150000000000006,0.0,1
Proposed,bigbuckbunny,3,21,2,1200,1059.4,11.2,10.48,0.0,90.34,0.0,90.34,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,3,22,1,750,1076.0,10.48,11.02,0.0,83.73,6.61,77.12,2,1200,0.0,90.34,90.34,-13.219999999999999,0.0,0
Proposed,bigbuckbunny,3,23,1,750,1209.8,11.02,12.86,0.0,83.73,0.0,83.73,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed,bigbuckbunny,3,24,1,750,901.4,12.86,10.28,0.0,83.73,0.0,83.73,1,750,0.973,83.73,72.94,10.790000000000006,-0.973,1
Proposed,bigbuckbunny,3,25,1,750,854.8,10.28,11.62,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,3,26,1,750,839.1,11.62,13.06,0.0,83.73,0.0,83.73,1,750,0.0,83.73,83.73,0.0,0.0,1
