video,chunk,bitrate_kbps,vmaf
bigbuckbunny,41,6000,98.44872665625
bigbuckbunny,42,6000,96.40826810416665
bigbuckbunny,43,6000,99.81988203125
bigbuckbunny,44,6000,97.52816753125
bigbuckbunny,45,6000,97.04907516666667
bigbuckbunny,46,6000,95.28436712499997
bigbuckbunny,47,6000,96.04379245833333
bigbuckbunny,48,6000,96.82219120833334
bigbuckbunny,49,6000,97.08992745833332
bigbuckbunny,50,6000,97.48539410416667
bigbuckbunny,51,6000,98.05679504166666
bigbuckbunny,52,6000,98.74121857291668
bigbuckbunny,53,6000,98.26307573958333
bigbuckbunny,54,6000,98.32860514583335
bigbuckbunny,55,6000,97.72788822916668
bigbuckbunny,56,6000,97.19142270833333
bigbuckbunny,57,6000,98.35810428125001
bigbuckbunny,58,6000,99.20459989583334
bigbuckbunny,59,6000,97.91562543750001
bigbuckbunny,60,6000,96.08315610416666
bigbuckbunny,61,6000,96.5815229375
bigbuckbunny,62,6000,95.44718908333334
bigbuckbunny,63,6000,94.04567155208333
bigbuckbunny,64,6000,92.74580715625
bigbuckbunny,65,6000,93.02484634374999
bigbuckbunny,66,6000,97.30679063541668
bigbuckbunny,67,6000,100.0
bigbuckbunny,68,6000,100.0
bigbuckbunny,69,6000,100.0
bigbuckbunny,70,6000,96.70949096875
bigbuckbunny,71,6000,95.94954431250001
bigbuckbunny,72,6000,96.56214789583333
bigbuckbunny,73,6000,97.48604022916668
crowd_run,0,300,2.53017871
crowd_run,1,300,4.425127944999999
crowd_run,0,750,14.047008980000001
crowd_run,1,750,15.80051653
crowd_run,0,1200,23.216189795000002
crowd_run,1,1200,24.945222999999995
crowd_run,0,1850,31.15370276
crowd_run,1,1850,33.009133795
crowd_run,0,2850,42.800545315
crowd_run,1,2850,44.660278129999995
crowd_run,0,6000,59.96656988000001
crowd_run,1,6000,61.985938185
sintel,0,300,77.54291392708335
sintel,1,300,71.69689697916665
sintel,2,300,77.59615928125
sintel,3,300,72.18352934375001
sintel,4,300,70.43789975
sintel,5,300,72.20252232291666
sintel,0,750,86.72084933333333
sintel,1,750,86.15260410416666
sintel,2,750,90.08145427083333
sintel,3,750,89.60489854166667
sintel,4,750,84.30550704166667
sintel,5,750,88.31647327083334
sintel,0,1200,94.84532244791666
sintel,1,1200,94.56186467708335
sintel,2,1200,95.24735703125002
sintel,3,1200,91.73574470833334
sintel,4,1200,94.6230280625
sintel,5,1200,94.029742375
sintel,0,1850,94.49424648958332
sintel,1,1850,94.13745273958334
sintel,2,1850,95.02461786458333
sintel,3,1850,92.52838967708334
sintel,4,1850,95.26389298958334
sintel,5,1850,95.09645003125
sintel,0,2850,95.71399788541669
sintel,1,2850,95.85170565624999
sintel,2,2850,95.91622223958332
sintel,3,2850,94.02129827083333
sintel,4,2850,96.08563064583332
sintel,5,2850,96.48950689583334
sintel,0,6000,97.18018716666666
sintel,1,6000,98.09295210416667
sintel,2,6000,97.36620540625
sintel,3,6000,95.92864679166667
sintel,4,6000,96.96679455208334
sintel,5,6000,97.60773421875
tearsofsteel_short,0,300,77.74776760416667
tearsofsteel_short,1,300,67.1662143125
tearsofsteel_short,2,300,64.887301
tearsofsteel_short,3,300,70.73830502083332
tearsofsteel_short,4,300,72.31714155208333
tearsofsteel_short,5,300,62.284651312499996
tearsofsteel_short,6,300,59.26269960416666
tearsofsteel_short,7,300,70.1506245
tearsofsteel_short,8,300,72.62934106249999
tearsofsteel_short,9,300,66.29426295833333
tearsofsteel_short,10,300,74.22708776041667
tearsofsteel_short,11,300,71.54559009375
tearsofsteel_short,12,300,72.67850991666667
tearsofsteel_short,13,300,66.15299399999999
tearsofsteel_short,14,300,71.63748145833334
tearsofsteel_short,15,300,75.37636551041668
tearsofsteel_short,16,300,72.63240741666667
tearsofsteel_short,17,300,71.44660890624999
tearsofsteel_short,18,300,74.46502130208334
tearsofsteel_short,19,300,67.64852564583333
tearsofsteel_short,20,300,80.00662401041666
tearsofsteel_short,21,300,69.10898491666667
tearsofsteel_short,22,300,73.36824234375
