Method,Video,Episode,Chunk,Action,Bitrate_kbps,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s,VMAF,Smooth_Penalty,Step_QoE
Proposed,bigbuckbunny,1,22,1,750,362.6,7.44,4.0,2.829,83.73,0.0,71.57
Proposed,bigbuckbunny,1,23,1,750,712.6,4.0,4.34,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,24,0,300,475.3,4.34,4.0,0.659,66.58,17.15,46.6
Proposed,bigbuckbunny,1,25,0,300,474.9,4.0,6.08,0.0,66.58,0.0,66.58
Proposed,bigbuckbunny,1,26,1,750,616.4,6.08,6.6,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,1,27,1,750,428.1,6.6,4.0,1.241,83.73,0.0,78.39
Proposed,bigbuckbunny,1,28,0,300,475.6,4.0,4.0,1.222,66.58,17.15,44.18
Proposed,bigbuckbunny,1,29,0,300,809.7,4.0,6.47,0.0,66.58,0.0,66.58
Proposed,bigbuckbunny,1,30,1,750,699.9,6.47,7.57,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,1,31,1,750,420.5,7.57,6.69,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,32,1,750,473.9,6.69,4.0,0.27,83.73,0.0,82.57
Proposed,bigbuckbunny,1,33,1,750,654.6,4.0,6.05,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,34,1,750,689.7,6.05,7.13,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,35,1,750,677.2,7.13,8.17,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,36,1,750,444.9,8.17,4.84,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,37,1,750,795.5,4.84,5.68,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,38,1,750,664.8,5.68,7.54,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,39,1,750,743.5,7.54,8.21,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,40,1,750,649.3,8.21,5.64,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,41,1,750,598.7,5.64,4.29,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,42,1,750,981.2,4.29,4.4,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,43,1,750,1001.1,4.4,5.75,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,44,0,300,505.3,5.75,4.63,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,1,45,1,750,571.6,4.63,4.02,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,1,46,1,750,594.1,4.02,4.17,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,1,47,0,300,930.5,4.17,6.49,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,2,0,0,300,1126.0,1.25,4.0,0.537,66.58,0.0,64.27
Proposed,bigbuckbunny,2,1,1,750,892.4,4.0,5.12,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,2,2,1,750,941.8,5.12,6.12,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,3,1,750,463.6,6.12,4.49,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,4,0,300,1052.0,4.49,6.16,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,2,5,0,300,355.7,6.16,5.2,0.0,66.58,0.0,66.58
Proposed,bigbuckbunny,2,6,1,750,952.1,5.2,6.69,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,2,7,1,750,1023.8,6.69,8.24,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,8,1,750,960.6,8.24,6.1,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,9,1,750,955.9,6.1,7.39,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,10,1,750,880.2,7.39,8.4,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,11,1,750,1063.0,8.4,10.37,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,12,1,750,934.7,10.37,11.12,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,13,2,1200,994.6,11.12,13.19,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,2,14,3,1850,1000.9,13.19,13.02,0.0,95.49,5.15,90.34
Proposed,bigbuckbunny,2,15,3,1850,858.9,13.02,11.93,0.0,95.49,0.0,95.49
Proposed,bigbuckbunny,2,16,2,1200,1103.0,11.93,10.5,0.0,90.34,5.15,85.19
Proposed,bigbuckbunny,2,17,2,1200,966.8,10.5,11.87,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,2,18,2,1200,810.4,11.87,10.66,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,2,19,2,1200,971.9,10.66,11.45,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,2,20,1,750,704.0,11.45,7.51,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,2,21,1,750,1036.7,7.51,8.5,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,22,1,750,1087.5,8.5,9.07,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,23,1,750,1111.3,9.07,10.72,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,24,1,750,1138.6,10.72,9.51,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,25,2,1200,1073.9,9.51,10.12,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,2,26,2,1200,1065.4,10.12,10.9,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,2,27,2,1200,984.5,10.9,9.44,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,2,28,1,750,824.4,9.44,5.91,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,2,29,1,750,1037.6,5.91,6.93,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,30,1,750,1055.3,6.93,9.0,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,31,1,750,1126.0,9.0,11.18,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,32,1,750,892.4,11.18,11.49,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,33,2,1200,941.8,11.49,13.32,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,2,34,2,1200,463.6,13.32,10.37,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,2,35,1,750,1052.0,10.37,12.47,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,2,36,1,750,355.7,12.47,7.3,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,37,1,750,952.1,7.3,8.66,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,38,2,1200,1023.8,8.66,10.43,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,2,39,2,1200,960.6,10.43,10.31,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,2,40,1,750,955.9,10.31,9.85,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,2,41,1,750,880.2,9.85,10.21,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,42,1,750,1063.0,10.21,10.62,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,43,1,750,934.7,10.62,11.78,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,44,1,750,994.6,11.78,9.27,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,45,1,750,1000.9,9.27,10.64,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,46,1,750,858.9,10.64,11.98,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,2,47,1,750,1103.0,11.98,12.43,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,0,0,300,1070.0,1.09,4.0,0.784,66.58,0.0,63.21
Proposed,bigbuckbunny,3,1,1,750,1465.1,4.0,6.25,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,3,2,2,1200,835.4,6.25,4.83,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,3,3,1,750,338.2,4.83,4.0,2.886,83.73,6.61,64.71
Proposed,bigbuckbunny,3,4,0,300,799.4,4.0,4.93,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,3,5,1,750,852.7,4.93,4.0,0.234,83.73,17.15,65.58
Proposed,bigbuckbunny,3,6,1,750,608.4,4.0,4.06,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,7,1,750,376.5,4.06,4.0,2.598,83.73,0.0,72.56
Proposed,bigbuckbunny,3,8,0,300,1048.2,4.0,5.75,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,3,9,1,750,869.5,5.75,6.77,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,3,10,1,750,861.3,6.77,7.72,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,11,1,750,846.7,7.72,9.17,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,12,1,750,598.8,9.17,8.1,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,13,1,750,608.7,8.1,10.12,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,14,1,750,797.1,10.12,12.0,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,15,1,750,1016.9,12.0,14.26,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,16,1,750,1018.2,14.26,14.58,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,17,2,1200,1221.8,14.58,16.5,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,3,18,3,1850,1244.0,16.5,15.27,0.0,95.49,5.15,90.34
Proposed,bigbuckbunny,3,19,3,1850,967.8,15.27,14.3,0.0,95.49,0.0,95.49
Proposed,bigbuckbunny,3,20,2,1200,1259.1,14.3,11.2,0.0,90.34,5.15,85.19
Proposed,bigbuckbunny,3,21,2,1200,1059.4,11.2,10.48,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,22,1,750,1076.0,10.48,11.02,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,3,23,1,750,1209.8,11.02,12.86,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,24,1,750,901.4,12.86,10.28,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,25,1,750,854.8,10.28,11.62,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,26,1,750,839.1,11.62,13.06,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,27,1,750,1088.7,13.06,13.97,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,28,1,750,1224.0,13.97,12.9,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,29,2,1200,1011.0,12.9,12.01,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,3,30,2,1200,1048.2,12.01,12.9,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,31,2,1200,1045.6,12.9,13.76,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,32,2,1200,876.3,13.76,11.74,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,33,2,1200,824.0,11.74,13.27,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,34,2,1200,1157.6,13.27,14.49,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,35,3,1850,894.8,14.49,12.95,0.0,95.49,5.15,90.34
Proposed,bigbuckbunny,3,36,2,1200,1077.9,12.95,12.11,0.0,90.34,5.15,85.19
Proposed,bigbuckbunny,3,37,2,1200,1041.8,12.11,12.25,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,38,2,1200,1157.7,12.25,14.29,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,39,2,1200,1092.3,14.29,14.66,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,40,2,1200,948.7,14.66,11.47,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,41,2,1200,1176.1,11.47,11.11,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,42,2,1200,954.2,11.11,8.71,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,43,2,1200,1010.0,8.71,8.51,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,3,44,1,750,904.9,8.51,5.36,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,3,45,1,750,896.6,5.36,6.42,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,46,1,750,742.8,6.42,7.34,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,3,47,1,750,427.9,7.34,4.0,1.812,83.73,0.0,75.94
Proposed,bigbuckbunny,4,0,0,300,891.0,1.78,4.0,0.475,66.58,0.0,64.54
Proposed,bigbuckbunny,4,1,1,750,891.2,4.0,5.12,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,4,2,1,750,890.8,5.12,5.94,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,3,1,750,879.8,5.94,6.98,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,4,1,750,841.8,6.98,4.0,0.31,83.73,0.0,82.4
Proposed,bigbuckbunny,4,5,1,750,900.4,4.0,4.0,0.89,83.73,0.0,79.9
Proposed,bigbuckbunny,4,6,1,750,897.6,4.0,5.33,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,7,1,750,884.1,5.33,6.49,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,8,1,750,901.1,6.49,4.0,0.05,83.73,0.0,83.51
Proposed,bigbuckbunny,4,9,1,750,882.9,4.0,5.06,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,10,1,750,901.2,5.06,6.15,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,11,1,750,900.7,6.15,7.75,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,12,1,750,901.6,7.75,8.38,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,13,2,1200,900.5,8.38,10.25,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,4,14,2,1200,900.3,10.25,11.24,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,4,15,2,1200,897.1,11.24,12.08,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,4,16,1,750,902.5,12.08,11.93,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,4,17,2,1200,807.4,11.93,12.78,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,4,18,2,1200,902.0,12.78,12.1,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,4,19,2,1200,900.4,12.1,12.64,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,4,20,1,750,902.0,12.64,10.44,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,4,21,1,750,901.2,10.44,10.98,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,22,1,750,900.6,10.98,10.84,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,23,1,750,902.1,10.84,11.95,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,24,1,750,901.1,11.95,9.36,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,25,1,750,899.4,9.36,10.83,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,26,1,750,823.2,10.83,12.22,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,27,1,750,901.4,12.22,12.5,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,28,1,750,901.5,12.5,9.61,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,29,1,750,900.7,9.61,10.18,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,30,1,750,899.6,10.18,11.92,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,31,1,750,902.2,11.92,13.64,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,32,1,750,900.9,13.64,13.98,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,33,2,1200,894.7,13.98,15.7,0.0,90.34,6.61,83.73
Proposed,bigbuckbunny,4,34,2,1200,901.3,15.7,16.13,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,4,35,2,1200,902.2,16.13,16.57,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,4,36,2,1200,901.0,16.57,14.78,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,4,37,2,1200,901.0,14.78,14.32,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,4,38,2,1200,901.5,14.32,15.79,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,4,39,2,1200,871.6,15.79,15.24,0.0,90.34,0.0,90.34
Proposed,bigbuckbunny,4,40,1,750,901.6,15.24,14.51,0.0,83.73,6.61,77.12
Proposed,bigbuckbunny,4,41,1,750,901.8,14.51,14.96,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,42,1,750,901.0,14.96,14.73,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,43,1,750,900.8,14.73,15.78,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,44,1,750,900.8,15.78,12.6,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,45,1,750,901.8,12.6,13.68,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,46,1,750,900.7,13.68,15.14,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,4,47,1,750,900.7,15.14,14.79,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,0,0,300,769.8,2.52,4.0,0.088,66.58,0.0,66.2
Proposed,bigbuckbunny,5,1,1,750,446.8,4.0,4.0,1.754,83.73,17.15,59.04
Proposed,bigbuckbunny,5,2,1,750,580.4,4.0,4.0,0.868,83.73,0.0,80.0
Proposed,bigbuckbunny,5,3,1,750,467.8,4.0,4.0,1.58,83.73,0.0,76.94
Proposed,bigbuckbunny,5,4,0,300,757.0,4.0,4.76,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,5,5,0,300,657.4,4.76,6.08,0.0,66.58,0.0,66.58
Proposed,bigbuckbunny,5,6,1,750,706.4,6.08,6.68,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,5,7,1,750,692.8,6.68,7.07,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,8,1,750,989.6,7.07,5.11,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,9,1,750,601.9,5.11,4.8,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,10,1,750,1009.6,4.8,6.2,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,11,1,750,645.2,6.2,6.85,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,12,1,750,418.7,6.85,4.0,0.402,83.73,0.0,82.0
Proposed,bigbuckbunny,5,13,1,750,877.1,4.0,6.63,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,14,1,750,465.1,6.63,6.99,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,15,1,750,398.4,6.99,6.54,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,16,0,300,859.7,6.54,8.8,0.0,66.58,17.15,49.43
Proposed,bigbuckbunny,5,17,1,750,1070.5,8.8,11.32,0.0,83.73,17.15,66.58
Proposed,bigbuckbunny,5,18,1,750,875.5,11.32,12.3,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,19,1,750,441.8,12.3,11.89,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,20,1,750,813.4,11.89,9.02,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,21,1,750,740.3,9.02,8.8,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,22,1,750,992.4,8.8,9.05,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,23,1,750,597.7,9.05,8.68,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,24,1,750,985.9,8.68,6.66,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,25,1,750,1089.2,6.66,8.57,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,26,1,750,960.4,8.57,10.34,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,27,1,750,1012.1,10.34,11.02,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,28,1,750,1111.0,11.02,9.43,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,29,1,750,496.6,9.43,7.2,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,30,1,750,947.0,7.2,9.06,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,31,1,750,619.6,9.06,9.75,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,32,1,750,672.1,9.75,8.84,0.0,83.73,0.0,83.73
Proposed,bigbuckbunny,5,33,1,750,543.4,8.84,10.49,0.0,83.73,0.0,83.73
