Method,Video,Episode,Chunk,Action,Applied_Action,Bitrate_kbps,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s,VMAF,Smooth_Penalty,Step_QoE,Shield_Intervened,Shield_Rate,Shield_Reason
Proposed_V13_Base,bigbuckbunny,2,21,1,1,750,1036.7,4.0,4.25,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,22,1,1,750,1087.5,4.25,5.63,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,23,2,2,1200,1111.3,5.63,7.11,0.0,90.34,6.61,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,24,1,1,750,1138.6,7.11,7.23,0.0,83.73,6.61,77.12,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,25,2,2,1200,1073.9,7.23,8.95,0.0,90.34,6.61,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,26,2,2,1200,1065.4,8.95,10.6,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,27,2,2,1200,984.5,10.6,12.04,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,28,2,2,1200,824.4,12.04,10.15,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,29,2,2,1200,1037.6,10.15,10.94,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,30,2,2,1200,1055.3,10.94,11.54,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,31,2,2,1200,1126.0,11.54,12.06,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,32,2,2,1200,892.4,12.06,8.63,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,33,2,2,1200,941.8,8.63,8.04,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,34,2,2,1200,463.6,8.04,5.17,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,35,1,1,750,1052.0,5.17,6.31,0.0,83.73,6.61,77.12,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,36,1,1,750,355.7,6.31,4.0,8.849,83.73,0.0,45.68,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,37,1,1,750,952.1,4.0,5.21,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,38,1,1,750,1023.8,5.21,5.92,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,39,1,1,750,960.6,5.92,7.59,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,40,1,1,750,955.9,7.59,5.73,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,41,1,1,750,880.2,5.73,5.54,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,42,1,1,750,1063.0,5.54,6.45,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,43,1,1,750,934.7,6.45,7.44,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,44,1,1,750,994.6,7.44,7.4,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,45,2,2,1200,1000.9,7.4,7.8,0.0,90.34,6.61,83.73,0,0.0,
